laureateID,category,fullName,year,age,gender,bornCountry,organizationCountry
932,Chemistry,Sir J. Fraser Stoddart,2016,72.0,Male,United Kingdom,USA
931,Chemistry,Jean-Pierre Sauvage,2016,72.0,Male,France,France
936,Economics,Bengt Holmstrom,2016,68.0,Male,Finland,USA
935,Economics,Oliver Hart,2016,68.0,Male,United Kingdom,USA
937,Literature,Bob Dylan,2016,75.0,Male,USA,
927,Medicine,Yoshinori Ohsumi,2016,71.0,Male,Japan,Japan
934,Peace,Juan Manuel Santos,2016,65.0,Male,Colombia,
930,Physics,J. Michael Kosterlitz,2016,82.0,Male,United Kingdom,USA
929,Physics,F. Duncan M. Haldane,2016,82.0,Male,United Kingdom,USA
928,Physics,David J. Thouless,2016,82.0,Male,United Kingdom,USA
